n_soil,p_soil,k_soil,temperature,humidity,ph,rainfall,state,crop,yield_t_ha
42.9,58.9,44.9,29.2,50.9,6.95,527.9,Rajasthan,bhindi,9.0
102.4,53.6,44.9,27.2,48.8,6.74,376.6,Rajasthan,bhindi,9.0
85.9,28.3,33.6,28.3,56.0,6.1,230.0,Rajasthan,bhindi,9.0
81.8,34.7,29.3,27.7,63.7,6.17,481.5,Rajasthan,bhindi,9.0
51.1,25.2,32.6,26.1,57.6,6.55,872.4,Rajasthan,bhindi,9.0
45.8,29.7,55.3,33.2,53.1,5.94,761.7,Rajasthan,garlic,7.2
58.6,34.8,51.4,29.9,40.7,6.52,382.8,Rajasthan,garlic,7.2
0.0,29.4,34.7,26.5,54.6,6.11,571.8,Rajasthan,garlic,7.2
35.3,50.9,27.2,23.0,59.9,6.07,763.5,Rajasthan,garlic,7.2
71.3,49.5,50.5,30.3,51.0,7.14,516.7,Rajasthan,garlic,7.2
45.4,47.0,18.9,34.0,60.7,7.1,674.0,Rajasthan,garlic,7.2
58.3,38.7,27.7,35.2,46.1,6.67,538.1,Rajasthan,garlic,7.2
33.2,19.1,40.1,28.6,49.3,7.03,533.7,Rajasthan,garlic,7.2
75.2,45.3,36.8,27.0,52.1,6.54,637.3,Rajasthan,garlic,7.2
57.0,36.4,37.7,27.2,61.6,7.07,318.0,Rajasthan,garlic,7.2
76.1,17.9,49.9,27.9,52.9,5.54,320.2,Rajasthan,ginger,9.0
69.4,31.6,31.6,34.2,67.7,6.97,336.2,Rajasthan,ginger,9.0
95.3,21.3,37.0,30.2,65.4,6.96,430.4,Rajasthan,ginger,9.0
41.1,52.0,34.7,30.7,39.0,6.78,573.3,Rajasthan,ginger,9.0
35.2,52.4,45.5,32.2,47.0,6.59,509.5,Rajasthan,ginger,9.0
57.0,42.0,52.6,33.2,40.5,6.99,678.7,Rajasthan,ginger,9.0
57.0,46.1,44.9,27.5,46.9,6.88,425.6,Rajasthan,ginger,9.0
79.5,55.7,51.4,35.9,49.3,6.59,548.1,Rajasthan,ginger,9.0
58.8,46.5,22.9,30.6,39.0,6.02,609.9,Rajasthan,ginger,9.0
56.0,48.4,37.8,33.3,48.1,5.52,533.8,Rajasthan,ginger,9.0
16.6,22.6,31.2,27.0,45.6,5.98,289.1,Rajasthan,coriander,2.7
90.8,31.9,17.7,28.9,41.0,6.06,606.6,Rajasthan,coriander,2.7
51.0,26.2,44.5,33.4,54.3,5.27,332.8,Rajasthan,coriander,2.7
60.9,37.1,36.7,27.1,38.8,7.5,504.1,Rajasthan,coriander,2.7
72.8,40.1,40.5,29.8,41.0,5.74,557.9,Rajasthan,coriander,2.7
63.8,51.3,47.4,27.6,59.1,6.88,603.6,Rajasthan,coriander,2.7
105.0,64.5,46.9,31.7,58.7,6.21,414.5,Rajasthan,coriander,2.7
73.5,29.7,45.9,30.5,43.2,6.51,695.8,Rajasthan,coriander,2.7
61.6,41.0,43.3,31.4,47.4,6.68,342.6,Rajasthan,coriander,2.7
44.0,31.9,44.7,30.5,48.9,6.85,556.8,Rajasthan,coriander,2.7
54.2,27.6,31.8,25.6,51.1,6.07,425.7,Rajasthan,drumstick,10.8
57.4,52.5,49.3,29.8,60.1,5.49,781.6,Rajasthan,drumstick,10.8
73.8,41.2,31.1,28.7,54.9,6.82,600.3,Rajasthan,drumstick,10.8
45.4,28.8,42.0,32.3,50.0,7.24,505.0,Rajasthan,drumstick,10.8
60.0,48.0,52.2,26.0,41.1,6.34,973.8,Rajasthan,drumstick,10.8
54.8,38.5,46.2,32.9,51.4,7.08,320.9,Rajasthan,drumstick,10.8
44.7,53.9,40.1,26.2,39.4,6.09,500.3,Rajasthan,drumstick,10.8
69.3,36.1,43.8,28.7,59.8,7.78,441.1,Rajasthan,drumstick,10.8
69.6,44.8,41.4,32.0,53.8,6.26,697.5,Rajasthan,drumstick,10.8
64.0,35.4,64.4,29.7,52.0,6.59,480.5,Rajasthan,drumstick,10.8
69.0,29.9,46.0,24.7,39.6,7.41,311.6,Rajasthan,sweet potato,13.5
20.8,25.2,57.4,24.6,42.4,5.77,458.9,Rajasthan,sweet potato,13.5
51.3,34.2,58.6,26.4,49.2,6.67,353.0,Rajasthan,sweet potato,13.5
69.7,35.2,43.7,29.7,33.6,7.15,810.6,Rajasthan,sweet potato,13.5
56.5,29.2,55.1,35.7,48.6,6.39,488.0,Rajasthan,sweet potato,13.5
26.5,36.5,57.1,29.5,41.7,6.75,399.9,Rajasthan,sweet potato,13.5
58.7,24.8,29.6,32.2,50.9,6.11,517.9,Rajasthan,sweet potato,13.5
47.9,30.6,51.6,32.3,49.8,6.57,498.7,Rajasthan,sweet potato,13.5
69.7,30.4,48.6,31.1,47.9,6.26,626.2,Rajasthan,sweet potato,13.5
57.0,31.6,36.2,32.3,37.1,6.32,660.6,Rajasthan,sweet potato,13.5
56.6,43.3,50.9,32.7,46.5,6.43,635.7,Rajasthan,tapioca,22.5
78.8,38.9,39.5,30.8,60.9,7.03,604.0,Rajasthan,tapioca,22.5
38.4,36.7,37.8,34.3,48.1,7.13,414.4,Rajasthan,tapioca,22.5
50.2,45.8,55.7,29.4,29.5,5.72,544.7,Rajasthan,tapioca,22.5
30.5,29.6,40.1,22.7,47.0,5.92,275.1,Rajasthan,tapioca,22.5
44.0,27.2,44.7,33.6,47.1,6.2,437.9,Rajasthan,tapioca,22.5
37.8,24.5,23.5,26.0,63.1,6.15,200.0,Rajasthan,tapioca,22.5
48.3,20.9,40.6,29.9,50.4,6.48,444.1,Rajasthan,tapioca,22.5
30.9,39.1,50.2,35.4,48.1,6.44,575.1,Rajasthan,tapioca,22.5
89.9,34.2,46.9,27.5,52.6,6.99,306.4,Rajasthan,tapioca,22.5
72.1,54.5,51.2,30.1,76.8,6.33,1529.9,Maharashtra,rice,2.15
82.1,14.4,42.2,25.6,76.4,6.27,1364.8,Maharashtra,rice,2.15
88.4,35.0,43.6,24.7,71.5,6.11,1211.2,Maharashtra,rice,2.15
75.9,43.5,65.5,25.9,54.5,7.01,1351.2,Maharashtra,rice,2.15
50.3,38.0,49.4,28.6,70.0,6.51,1059.2,Maharashtra,rice,2.15
44.0,65.5,35.3,27.5,68.7,6.95,1217.2,Maharashtra,rice,2.15
82.3,18.7,36.7,29.2,75.2,6.02,963.3,Maharashtra,rice,2.15
81.9,15.9,33.5,32.3,81.6,6.74,1246.1,Maharashtra,rice,2.15
50.7,37.6,42.0,24.8,67.2,7.15,1118.7,Maharashtra,rice,2.15
74.9,52.4,30.8,24.5,64.1,6.53,1148.3,Maharashtra,rice,2.15
75.3,38.4,34.3,28.8,67.3,7.11,1033.3,Maharashtra,wheat,3.15
70.0,42.8,43.7,29.3,66.6,7.17,1256.2,Maharashtra,wheat,3.15
78.4,35.5,52.6,24.2,69.8,6.77,1168.9,Maharashtra,wheat,3.15
74.2,36.8,28.8,31.2,66.1,6.74,1179.9,Maharashtra,wheat,3.15
96.4,64.3,46.6,26.5,61.0,6.08,933.9,Maharashtra,wheat,3.15
68.1,24.1,55.8,28.3,68.0,7.35,1039.3,Maharashtra,wheat,3.15
67.7,25.7,52.7,24.6,70.1,7.3,1405.6,Maharashtra,wheat,3.15
79.6,48.8,36.0,32.1,68.7,6.84,1139.0,Maharashtra,wheat,3.15
98.0,47.0,52.6,28.1,68.2,7.26,1251.8,Maharashtra,wheat,3.15
65.6,35.1,46.5,29.7,83.1,5.91,1203.8,Maharashtra,wheat,3.15
87.3,48.0,55.1,29.0,62.1,5.99,1246.9,Maharashtra,maize,2.35
94.9,46.4,29.2,23.9,75.5,6.33,1217.7,Maharashtra,maize,2.35
96.0,33.0,40.9,25.4,72.8,6.89,978.0,Maharashtra,maize,2.35
79.9,53.7,26.5,26.8,60.3,6.18,824.2,Maharashtra,maize,2.35
100.9,41.4,36.9,28.0,61.7,5.93,1426.5,Maharashtra,maize,2.35
107.1,39.1,55.7,28.1,58.7,6.04,1432.7,Maharashtra,maize,2.35
58.6,67.8,39.3,31.7,67.6,6.9,1409.3,Maharashtra,maize,2.35
100.8,39.2,36.4,26.8,59.6,6.62,1076.9,Maharashtra,maize,2.35
96.2,39.3,27.6,31.2,71.5,6.51,1364.2,Maharashtra,maize,2.35
93.1,37.4,40.5,23.7,58.3,6.79,1258.8,Maharashtra,maize,2.35
31.1,57.8,41.2,29.6,53.4,7.05,1344.7,Maharashtra,chickpea,0.95
15.7,45.9,39.2,28.3,73.0,7.5,1227.1,Maharashtra,chickpea,0.95
13.3,50.1,37.3,22.7,81.0,7.47,992.9,Maharashtra,chickpea,0.95
18.5,39.4,30.5,27.9,62.2,7.76,1356.9,Maharashtra,chickpea,0.95
30.0,45.4,42.5,26.2,64.2,7.8,1247.6,Maharashtra,chickpea,0.95
19.5,40.8,29.1,33.1,70.0,7.28,1308.2,Maharashtra,chickpea,0.95
15.3,56.0,30.1,32.5,67.5,7.72,825.5,Maharashtra,chickpea,0.95
15.6,42.1,18.8,28.8,72.5,6.7,1197.6,Maharashtra,chickpea,0.95
31.5,24.0,24.8,26.0,70.2,7.17,1333.4,Maharashtra,chickpea,0.95
28.8,52.0,23.9,27.4,67.5,7.93,1226.2,Maharashtra,chickpea,0.95
46.6,50.2,45.6,24.5,67.2,6.33,1384.1,Maharashtra,kidneybeans,0.84
64.1,48.7,35.1,28.0,80.4,6.32,1217.3,Maharashtra,kidneybeans,0.84
32.7,30.8,36.7,23.8,80.6,6.08,1318.0,Maharashtra,kidneybeans,0.84
63.7,40.4,54.9,20.2,68.4,5.96,905.8,Maharashtra,kidneybeans,0.84
36.1,40.2,32.7,29.7,68.3,6.34,1152.0,Maharashtra,kidneybeans,0.84
58.0,35.0,31.5,30.0,65.0,6.31,1264.4,Maharashtra,kidneybeans,0.84
66.4,29.3,47.5,28.6,71.4,6.28,1139.0,Maharashtra,kidneybeans,0.84
56.0,25.2,39.6,29.7,77.0,6.31,1359.6,Maharashtra,kidneybeans,0.84
98.1,36.2,46.9,20.2,59.9,6.55,1049.0,Maharashtra,kidneybeans,0.84
100.8,47.2,49.7,26.9,62.0,6.24,1238.2,Maharashtra,kidneybeans,0.84
47.2,48.1,47.1,27.0,55.4,7.36,1168.1,Maharashtra,pigeonpeas,0.85
114.2,47.8,37.9,28.3,53.8,7.01,1585.0,Maharashtra,pigeonpeas,0.85
18.2,36.6,38.9,29.6,86.8,6.69,1521.3,Maharashtra,pigeonpeas,0.85
63.4,45.4,43.3,30.7,66.6,6.91,1015.4,Maharashtra,pigeonpeas,0.85
54.3,32.4,40.9,26.1,79.1,6.06,940.3,Maharashtra,pigeonpeas,0.85
32.9,51.9,30.3,28.2,67.6,6.91,1165.4,Maharashtra,pigeonpeas,0.85
115.3,62.8,36.8,25.6,95.1,5.96,1191.7,Maharashtra,pigeonpeas,0.85
60.4,40.0,22.6,28.5,62.2,7.22,981.6,Maharashtra,pigeonpeas,0.85
61.2,13.4,18.5,24.5,64.4,7.23,1193.9,Maharashtra,pigeonpeas,0.85
85.8,35.4,46.1,24.8,63.7,5.59,1250.4,Maharashtra,pigeonpeas,0.85
65.2,49.3,42.1,33.1,71.4,7.0,1151.4,Maharashtra,mothbeans,0.42
41.8,48.6,39.1,29.5,72.8,6.1,1361.2,Maharashtra,mothbeans,0.42
42.6,47.5,52.8,25.8,79.2,6.7,1327.8,Maharashtra,mothbeans,0.42
43.3,42.6,25.9,32.1,53.9,6.32,1060.2,Maharashtra,mothbeans,0.42
73.5,63.1,46.5,35.9,59.0,5.85,1066.0,Maharashtra,mothbeans,0.42
62.4,27.7,32.5,28.9,60.1,5.93,1140.2,Maharashtra,mothbeans,0.42
53.9,52.1,31.0,24.8,74.7,6.9,1414.3,Maharashtra,mothbeans,0.42
69.4,41.6,45.8,26.2,67.8,5.61,1334.0,Maharashtra,mothbeans,0.42
64.2,49.3,11.8,26.9,63.2,7.25,1292.1,Maharashtra,mothbeans,0.42
64.7,34.8,44.0,24.2,69.2,6.21,1540.0,Maharashtra,mothbeans,0.42
36.8,55.6,23.1,29.6,71.5,7.11,1248.4,Maharashtra,mungbean,0.73
24.9,47.3,20.6,24.7,73.0,7.07,1117.4,Maharashtra,mungbean,0.73
24.7,29.0,46.7,30.3,75.2,6.7,1432.9,Maharashtra,mungbean,0.73
18.6,35.9,43.5,30.0,60.5,6.23,1453.4,Maharashtra,mungbean,0.73
28.3,52.9,25.7,29.0,58.6,5.51,1309.0,Maharashtra,mungbean,0.73
36.5,42.5,30.6,32.1,68.4,6.47,1454.1,Maharashtra,mungbean,0.73
22.2,38.5,41.5,24.9,68.8,5.84,1227.8,Maharashtra,mungbean,0.73
25.5,54.7,41.9,28.7,73.2,6.46,1291.4,Maharashtra,mungbean,0.73
16.1,21.5,44.3,29.0,69.0,7.04,1090.3,Maharashtra,mungbean,0.73
19.4,36.6,39.5,22.3,63.9,6.64,1019.4,Maharashtra,mungbean,0.73
46.8,13.5,46.1,24.9,61.2,5.85,1137.3,Maharashtra,blackgram,0.63
28.4,63.3,16.2,25.6,70.9,6.11,1231.8,Maharashtra,blackgram,0.63
44.0,58.4,28.8,19.9,59.6,6.69,1182.3,Maharashtra,blackgram,0.63
75.0,46.0,33.6,25.5,66.9,7.44,1303.6,Maharashtra,blackgram,0.63
97.8,50.1,39.4,23.9,71.6,6.47,1186.0,Maharashtra,blackgram,0.63
55.8,15.4,52.6,26.8,58.7,6.74,1071.6,Maharashtra,blackgram,0.63
71.2,50.6,50.2,26.5,66.7,6.19,1091.6,Maharashtra,blackgram,0.63
59.7,37.5,31.7,23.6,69.1,6.28,1028.8,Maharashtra,blackgram,0.63
76.6,61.3,49.6,24.8,69.6,7.27,1023.9,Maharashtra,blackgram,0.63
75.7,22.6,56.8,25.7,87.8,7.36,1184.0,Maharashtra,blackgram,0.63
19.2,46.9,33.6,25.8,56.7,6.24,1033.4,Maharashtra,lentil,0.84
29.4,54.9,40.9,28.0,63.2,6.6,1318.9,Maharashtra,lentil,0.84
20.3,46.2,33.8,32.0,76.8,6.8,942.5,Maharashtra,lentil,0.84
26.4,43.4,33.7,22.3,61.3,6.47,1367.2,Maharashtra,lentil,0.84
20.3,41.0,49.2,26.1,69.0,6.44,998.2,Maharashtra,lentil,0.84
29.6,38.5,34.8,28.3,85.5,5.84,1329.7,Maharashtra,lentil,0.84
31.9,38.6,39.8,31.9,63.9,6.62,1260.7,Maharashtra,lentil,0.84
29.3,52.7,36.3,28.5,62.7,6.58,1128.5,Maharashtra,lentil,0.84
15.2,39.9,37.2,28.3,59.9,6.03,1308.7,Maharashtra,lentil,0.84
29.1,53.9,45.9,28.6,66.7,6.56,1449.0,Maharashtra,lentil,0.84
115.3,45.6,45.4,29.2,70.2,7.08,1351.2,Maharashtra,pomegranate,10.5
67.1,36.2,24.8,29.2,71.7,6.13,1030.5,Maharashtra,pomegranate,10.5
73.2,20.8,43.0,29.5,74.4,6.3,1012.6,Maharashtra,pomegranate,10.5
71.7,54.4,34.3,28.5,82.7,6.67,1140.5,Maharashtra,pomegranate,10.5
80.8,31.1,27.0,29.4,66.8,6.34,1106.0,Maharashtra,pomegranate,10.5
50.5,56.8,56.6,32.4,78.7,6.73,985.2,Maharashtra,pomegranate,10.5
56.2,65.9,35.6,31.5,70.4,5.16,1296.1,Maharashtra,pomegranate,10.5
85.3,39.4,52.3,22.0,58.9,6.6,1271.6,Maharashtra,pomegranate,10.5
87.1,47.7,28.1,27.6,74.8,5.56,1193.5,Maharashtra,pomegranate,10.5
53.3,32.1,45.0,23.6,73.3,6.78,1362.6,Maharashtra,pomegranate,10.5
37.5,21.9,42.8,26.1,93.2,6.73,1208.7,Maharashtra,banana,36.75
56.5,25.4,45.6,26.8,69.4,6.55,1233.2,Maharashtra,banana,36.75
25.2,50.0,31.5,26.6,80.3,7.39,944.9,Maharashtra,banana,36.75
60.6,43.3,24.9,29.4,70.9,6.6,1062.4,Maharashtra,banana,36.75
68.3,50.1,41.3,25.5,66.5,6.61,1207.3,Maharashtra,banana,36.75
78.1,34.2,27.8,28.1,66.2,6.89,1201.1,Maharashtra,banana,36.75
73.1,27.8,41.4,24.9,60.2,6.07,1118.3,Maharashtra,banana,36.75
84.9,33.1,27.3,27.4,70.2,6.25,1175.8,Maharashtra,banana,36.75
79.5,48.0,45.8,23.4,93.1,7.03,1277.6,Maharashtra,banana,36.75
36.7,51.4,35.0,26.4,56.6,5.88,1265.8,Maharashtra,banana,36.75
80.1,48.2,46.5,26.8,66.7,6.64,1323.2,Maharashtra,mango,8.4
60.1,54.5,37.8,24.1,69.9,6.55,1187.7,Maharashtra,mango,8.4
85.6,49.7,25.7,31.6,48.1,7.58,1156.9,Maharashtra,mango,8.4
56.2,39.3,43.9,27.0,68.9,7.15,1284.8,Maharashtra,mango,8.4
40.8,48.9,45.2,25.4,76.3,6.42,1166.7,Maharashtra,mango,8.4
55.0,10.9,34.7,29.1,69.8,5.86,1344.7,Maharashtra,mango,8.4
54.0,25.3,62.1,23.8,77.0,6.12,1220.4,Maharashtra,mango,8.4
42.0,25.1,45.2,28.2,79.2,6.48,1533.1,Maharashtra,mango,8.4
65.4,46.8,26.4,25.2,74.2,6.46,1228.2,Maharashtra,mango,8.4
43.7,41.5,41.2,23.5,75.1,5.65,1227.6,Maharashtra,mango,8.4
95.3,48.2,46.7,24.3,84.2,7.19,1073.5,Maharashtra,grapes,21.0
50.5,55.1,58.0,23.2,62.0,6.43,874.3,Maharashtra,grapes,21.0
60.4,54.2,25.6,27.4,65.3,7.32,1114.5,Maharashtra,grapes,21.0
90.4,32.8,47.7,27.8,68.9,6.1,1248.5,Maharashtra,grapes,21.0
51.2,31.7,54.7,28.6,75.1,6.3,1172.1,Maharashtra,grapes,21.0
55.0,44.0,46.4,26.9,63.7,6.88,1205.0,Maharashtra,grapes,21.0
31.2,14.4,43.0,24.5,73.4,6.11,1220.0,Maharashtra,grapes,21.0
52.4,61.0,49.5,31.0,70.2,6.91,1213.7,Maharashtra,grapes,21.0
89.4,39.1,26.0,21.0,83.3,6.74,1281.6,Maharashtra,grapes,21.0
89.8,20.2,36.4,26.3,75.9,6.15,1019.8,Maharashtra,grapes,21.0
35.8,53.8,32.6,25.3,75.1,6.15,944.3,Maharashtra,watermelon,26.25
28.4,39.3,45.0,26.4,73.4,5.69,968.2,Maharashtra,watermelon,26.25
105.1,54.8,47.7,25.0,68.1,6.5,1397.2,Maharashtra,watermelon,26.25
68.1,46.3,38.3,29.4,72.4,6.52,1088.5,Maharashtra,watermelon,26.25
57.7,27.0,39.6,27.3,50.8,6.38,1023.6,Maharashtra,watermelon,26.25
70.0,47.6,35.7,28.6,74.7,6.39,1430.1,Maharashtra,watermelon,26.25
45.5,57.7,37.7,24.5,67.2,5.95,1317.7,Maharashtra,watermelon,26.25
27.9,56.7,30.6,29.5,70.2,6.64,1111.5,Maharashtra,watermelon,26.25
67.1,41.6,25.4,24.1,65.7,6.12,1387.9,Maharashtra,watermelon,26.25
60.1,30.7,35.1,25.5,67.7,5.96,1077.9,Maharashtra,watermelon,26.25
75.3,42.2,38.5,27.0,69.6,6.4,1277.6,Maharashtra,muskmelon,12.6
68.9,21.1,38.7,22.5,75.1,6.88,1108.4,Maharashtra,muskmelon,12.6
57.7,14.7,49.7,29.1,79.2,7.24,1016.4,Maharashtra,muskmelon,12.6
77.8,57.8,25.1,26.5,67.1,6.93,840.9,Maharashtra,muskmelon,12.6
96.3,38.6,49.2,26.8,73.9,5.34,1142.3,Maharashtra,muskmelon,12.6
77.0,43.5,23.6,27.2,63.5,6.05,971.9,Maharashtra,muskmelon,12.6
72.4,53.4,61.2,22.6,76.1,6.92,1112.9,Maharashtra,muskmelon,12.6
41.6,27.0,34.7,27.6,80.9,7.05,957.7,Maharashtra,muskmelon,12.6
44.2,55.6,32.7,26.8,56.4,7.08,913.1,Maharashtra,muskmelon,12.6
27.1,52.6,59.2,26.1,69.6,6.95,1243.4,Maharashtra,muskmelon,12.6
52.5,34.2,24.3,27.7,69.3,6.28,1049.7,Maharashtra,apple,12.6
42.0,47.4,48.8,26.0,66.5,6.07,1340.5,Maharashtra,apple,12.6
60.6,44.4,43.6,26.1,60.7,6.0,1369.2,Maharashtra,apple,12.6
45.5,35.1,28.7,23.4,63.8,7.34,1298.7,Maharashtra,apple,12.6
49.5,53.0,38.5,31.1,87.7,7.01,1214.2,Maharashtra,apple,12.6
74.0,40.2,21.6,25.0,62.4,6.16,1469.1,Maharashtra,apple,12.6
82.4,45.3,48.1,21.3,75.8,6.97,864.0,Maharashtra,apple,12.6
75.3,22.9,20.3,31.0,61.9,6.14,1348.4,Maharashtra,apple,12.6
53.9,37.8,38.0,28.0,68.2,6.56,1124.5,Maharashtra,apple,12.6
67.0,43.8,59.0,25.9,68.5,6.62,1344.7,Maharashtra,apple,12.6
38.2,41.2,14.9,26.2,78.6,6.14,1226.5,Maharashtra,orange,10.5
49.4,29.7,49.7,23.9,72.3,6.65,1072.2,Maharashtra,orange,10.5
63.1,28.8,45.2,23.1,67.3,6.37,1366.9,Maharashtra,orange,10.5
62.8,51.5,45.5,28.6,67.3,7.01,1146.6,Maharashtra,orange,10.5
25.4,37.4,44.5,22.2,62.9,5.88,1318.0,Maharashtra,orange,10.5
93.5,37.5,45.3,28.5,82.4,6.17,1167.0,Maharashtra,orange,10.5
53.2,40.9,65.0,27.1,63.2,5.92,1387.9,Maharashtra,orange,10.5
42.8,48.0,33.2,23.2,74.8,6.18,1263.8,Maharashtra,orange,10.5
70.0,46.6,37.3,29.1,62.6,5.27,1306.0,Maharashtra,orange,10.5
63.3,32.7,25.3,20.9,70.4,7.32,1179.2,Maharashtra,orange,10.5
52.8,39.7,61.8,29.3,62.5,6.51,1249.9,Maharashtra,papaya,42.0
38.9,49.1,31.8,22.5,70.6,6.46,1199.8,Maharashtra,papaya,42.0
44.7,32.5,51.3,28.3,62.3,5.52,1062.8,Maharashtra,papaya,42.0
63.1,32.4,32.9,25.2,69.4,6.89,1199.9,Maharashtra,papaya,42.0
61.2,37.3,35.0,29.7,75.9,7.52,1291.6,Maharashtra,papaya,42.0
50.0,29.1,49.5,24.6,76.5,6.12,1252.4,Maharashtra,papaya,42.0
38.8,49.4,27.7,27.8,68.4,6.55,1140.6,Maharashtra,papaya,42.0
51.6,41.9,30.0,24.0,67.1,6.3,1049.2,Maharashtra,papaya,42.0
78.5,36.0,37.7,23.0,86.6,7.71,1082.9,Maharashtra,papaya,42.0
84.5,38.9,56.0,28.0,70.8,5.25,1068.2,Maharashtra,papaya,42.0
60.4,42.4,27.9,24.8,74.4,5.81,1220.1,Maharashtra,coconut,10.5
84.8,44.6,43.4,20.9,63.4,7.53,1110.1,Maharashtra,coconut,10.5
85.3,32.7,37.2,28.5,70.8,6.69,1077.2,Maharashtra,coconut,10.5
37.3,29.4,34.7,26.3,78.3,6.54,1272.7,Maharashtra,coconut,10.5
62.8,26.6,40.2,27.4,76.1,5.97,893.9,Maharashtra,coconut,10.5
63.5,44.2,38.2,27.1,77.0,6.27,1158.2,Maharashtra,coconut,10.5
61.6,25.4,38.5,26.8,83.1,6.35,1230.0,Maharashtra,coconut,10.5
78.4,30.0,53.8,32.3,69.8,6.23,1444.1,Maharashtra,coconut,10.5
75.9,41.0,54.3,31.0,67.3,6.62,1286.5,Maharashtra,coconut,10.5
60.6,23.3,30.6,22.9,73.9,5.91,1228.9,Maharashtra,coconut,10.5
96.6,57.1,21.6,23.2,63.8,6.42,951.9,Maharashtra,cotton,1.65
59.8,48.5,49.5,25.6,67.8,7.18,1183.7,Maharashtra,cotton,1.65
76.2,45.2,36.2,21.4,82.0,6.66,1253.6,Maharashtra,cotton,1.65
21.7,39.9,41.0,27.4,94.1,6.68,1323.1,Maharashtra,cotton,1.65
70.5,31.9,48.1,26.5,77.0,7.98,1222.6,Maharashtra,cotton,1.65
54.4,52.6,54.0,24.4,66.4,7.34,1180.2,Maharashtra,cotton,1.65
40.9,46.5,46.7,26.0,70.5,6.71,1035.7,Maharashtra,cotton,1.65
50.1,40.9,25.2,25.7,70.7,7.6,1153.1,Maharashtra,cotton,1.65
35.1,37.5,34.3,28.7,67.3,5.64,1753.7,Maharashtra,cotton,1.65
62.8,41.1,24.6,22.6,69.3,7.17,1305.3,Maharashtra,cotton,1.65
64.7,25.8,15.0,26.7,65.7,5.87,1324.2,Maharashtra,jute,2.31
28.5,47.4,25.9,27.4,77.5,6.33,1453.5,Maharashtra,jute,2.31
98.4,42.8,45.4,30.2,74.4,6.72,1121.4,Maharashtra,jute,2.31
26.3,23.3,63.8,28.0,68.0,7.13,1087.6,Maharashtra,jute,2.31
71.7,40.9,44.6,26.0,62.3,6.09,1082.4,Maharashtra,jute,2.31
59.9,21.3,27.5,27.4,69.0,6.6,1193.2,Maharashtra,jute,2.31
110.4,41.5,36.2,27.3,78.2,6.48,1302.7,Maharashtra,jute,2.31
67.9,36.5,41.1,31.8,71.9,6.01,1152.1,Maharashtra,jute,2.31
17.7,41.6,53.1,23.0,71.2,6.99,1363.7,Maharashtra,jute,2.31
85.6,17.6,45.0,22.5,62.0,6.91,1223.7,Maharashtra,jute,2.31
74.5,28.9,54.7,29.1,77.1,5.96,1375.7,Maharashtra,coffee,0.84
53.7,32.7,46.3,28.7,63.2,7.53,1472.2,Maharashtra,coffee,0.84
72.1,45.2,43.3,22.4,70.9,6.55,1113.6,Maharashtra,coffee,0.84
53.8,11.4,29.0,29.8,83.8,6.03,1227.4,Maharashtra,coffee,0.84
82.0,33.8,46.8,26.9,79.5,5.86,1034.3,Maharashtra,coffee,0.84
65.6,41.2,39.4,28.7,62.6,5.82,1125.0,Maharashtra,coffee,0.84
52.2,36.6,52.7,29.3,74.3,6.61,1134.9,Maharashtra,coffee,0.84
42.9,25.6,33.1,26.9,60.8,6.58,1170.8,Maharashtra,coffee,0.84
52.1,53.9,15.4,25.8,51.2,6.62,1314.3,Maharashtra,coffee,0.84
33.0,25.3,23.0,27.2,67.3,6.36,1144.8,Maharashtra,coffee,0.84
40.5,53.6,42.7,23.4,64.4,6.06,1410.9,Maharashtra,tea,1.58
74.2,38.5,57.1,31.4,68.2,6.29,1145.6,Maharashtra,tea,1.58
40.9,60.8,29.9,29.6,75.5,6.35,1471.5,Maharashtra,tea,1.58
28.8,39.0,35.1,29.9,72.8,5.64,1385.9,Maharashtra,tea,1.58
69.7,27.6,36.5,23.1,68.6,6.58,1149.8,Maharashtra,tea,1.58
51.0,20.6,43.4,21.2,70.2,5.6,1207.6,Maharashtra,tea,1.58
59.9,44.8,48.6,30.1,57.1,6.47,1501.6,Maharashtra,tea,1.58
62.4,30.0,39.2,25.8,60.6,6.93,1287.7,Maharashtra,tea,1.58
33.3,38.9,34.3,22.2,58.7,5.87,1191.2,Maharashtra,tea,1.58
50.8,28.5,36.1,29.2,72.9,7.0,1165.8,Maharashtra,tea,1.58
92.1,44.2,35.1,27.3,60.0,6.65,1264.5,Maharashtra,mustard,1.26
72.2,35.1,67.3,26.5,56.6,7.41,1291.1,Maharashtra,mustard,1.26
64.6,34.4,43.9,31.9,71.6,6.06,682.0,Maharashtra,mustard,1.26
67.7,28.2,39.0,24.6,63.0,6.42,1098.8,Maharashtra,mustard,1.26
75.5,46.9,27.9,23.8,73.0,7.33,1355.6,Maharashtra,mustard,1.26
39.9,51.9,22.2,26.4,73.9,5.76,1513.9,Maharashtra,mustard,1.26
86.5,47.8,30.3,26.8,76.3,6.24,1172.9,Maharashtra,mustard,1.26
78.2,22.1,43.3,21.7,62.4,6.55,1277.0,Maharashtra,mustard,1.26
46.0,41.5,33.1,25.4,80.0,6.22,1313.9,Maharashtra,mustard,1.26
60.0,33.1,27.8,23.6,64.1,6.72,1290.5,Maharashtra,mustard,1.26
54.0,37.2,39.2,28.4,75.2,5.81,1157.7,Maharashtra,tomato,26.25
